source	target	depth
textmining	sequential pattern mining	3
textmining	w-shingling	3
textmining	web mining	3
semantic translation	data mapping	3
semantic translation	federated search	3
semantic translation	intelligent agents	3
semantic translation	iso/iec 11179	3
semantic translation	national information exchange model	3
semantic translation	semantic heterogeneity	3
semantic translation	semantic mapper	3
semantic translation	semantic web	3
semantic translation	vocabulary-based transformation	3
semantic translation	web ontology language	3
nutch	faceted search	3
nutch	information extraction	3
nutch	enterprise search	3
named entity recognition	coreference	3
named entity recognition	entity linking	3
named entity recognition	information extraction	3
named entity recognition	knowledge extraction	3
named entity recognition	controlled vocabulary	3
named entity recognition	onomastics	3
named entity recognition	record linkage	3
named entity recognition	smart tag (microsoft)	3
knowledge extraction	cluster analysis	3
knowledge extraction	data archaeology	3
applications of artificial intelligence	applications of artificial intelligence to legal informatics	3
applications of artificial intelligence	applications of deep learning	3
applications of artificial intelligence	applications of machine learning	3
applications of artificial intelligence	progress in artificial intelligence	3
faceted search	enterprise search	3
faceted search	exploratory search	3
faceted search	faceted classification	3
faceted search	human–computer information retrieval	3
faceted search	information extraction	3
faceted search	nosql	3
faceted search	voxound	3
enterprise search	collaborative search engine	3
enterprise search	comparison of enterprise search software	3
enterprise search	data defined storage	3
enterprise search	enterprise bookmarking	3
enterprise search	enterprise information access	3
enterprise search	faceted search	3
enterprise search	information extraction	3
enterprise search	knowledge management	3
enterprise search	text mining	3
enterprise search	vertical search	3
darpa tipster program	message understanding conference	3
darpa tipster program	text retrieval conference	3
concept mining	formal concept analysis	3
concept mining	information extraction	3
concept mining	compound term processing	3
web mining	web intelligence	3
web mining	web analytics	3
web mining	web scraping	3
ontology extraction	automatic taxonomy construction	3
ontology extraction	computational linguistics	3
ontology extraction	ontology (computer science)	3
ontology extraction	information extraction	3
ontology extraction	natural language understanding	3
ontology extraction	semantic web	3
ontology extraction	text mining	3
tf-idf	word embedding	3
tf-idf	kullback–leibler divergence	3
tf-idf	latent dirichlet allocation	3
tf-idf	latent semantic analysis	3
tf-idf	mutual information	3
tf-idf	noun phrase	3
tf-idf	okapi bm25	3
tf-idf	pagerank	3
tf-idf	vector space model	3
tf-idf	word count	3
tf-idf	smart information retrieval system	3
xml retrieval	document retrieval	3
xml retrieval	information retrieval applications	3
special interest group on information retrieval	conference on information and knowledge management	3
index (search engine)	controlled vocabulary	3
index (search engine)	database index	3
index (search engine)	full text search	3
index (search engine)	information extraction	3
index (search engine)	instant indexing	3
index (search engine)	key word in context	3
index (search engine)	selection-based search	3
index (search engine)	site map	3
index (search engine)	text retrieval	3
index (search engine)	information literacy	3
nearest centroid classifier	cluster hypothesis	3
nearest centroid classifier	k-means clustering	3
nearest centroid classifier	k-nearest neighbors algorithm	3
nearest centroid classifier	linear discriminant analysis	3
subject indexing	indexing and abstracting service	3
subject indexing	document classification	3
subject indexing	metadata	3
subject indexing	overcategorization	3
subject indexing	thomas of ireland	3
personal information management	personal data manager	3
personal information management	personal information manager	3
personal information management	personal knowledge management	3
personal information management	time management	3
personal information management	information management	3
personal information management	group information management	3
personal information management	personal organizer 	3
personal information management	personal wiki	3
personal information management	semantic desktop	3
personal information management	desktop wiki	3
data mining	agent mining	3
data mining	anomaly detection	3
data mining	association rule learning	3
data mining	bayesian network	3
data mining	statistical classification	3
data mining	cluster analysis	3
data mining	decision tree	3
data mining	ensemble learning	3
data mining	factor analysis	3
data mining	genetic algorithms	3
data mining	intention mining	3
data mining	learning classifier system	3
data mining	multilinear subspace learning	3
data mining	artificial neural network	3
data mining	regression analysis	3
data mining	sequence mining	3
data mining	structured data analysis (statistics)	3
data mining	support vector machines	3
data mining	text mining	3
data mining	time series	3
data mining	analytics	3
data mining	behavior informatics	3
data mining	big data	3
data mining	bioinformatics	3
data mining	business intelligence	3
data mining	data analysis	3
data mining	data warehouse	3
data mining	decision support system	3
data mining	domain driven data mining	3
data mining	drug discovery	3
data mining	exploratory data analysis	3
data mining	predictive analytics	3
data mining	web mining	3
data mining	automatic number plate recognition in the united kingdom	3
data mining	customer analytics	3
data mining	educational data mining	3
data mining	national security agency	3
data mining	quantitative structure–activity relationship	3
data mining	surveillance	3
data mining	mass surveillance	3
data mining	stellar wind (code name)	3
data mining	data integration	3
data mining	data transformation	3
data mining	electronic discovery	3
data mining	information extraction	3
data mining	information integration	3
data mining	named-entity recognition	3
data mining	profiling (information science)	3
data mining	psychometrics	3
data mining	social media mining	3
data mining	surveillance capitalism	3
data mining	web scraping	3
data mining	international journal of data warehousing and mining	3
cross-language information retrieval	exclaim	3
cross-language information retrieval	clef	3
cross-language information retrieval	mlir	3
controlled vocabulary	authority control	3
controlled vocabulary	controlled natural language	3
controlled vocabulary	ims vdex	3
controlled vocabulary	named-entity recognition	3
controlled vocabulary	nomenclature	3
controlled vocabulary	ontology (computer science)	3
controlled vocabulary	terminology	3
controlled vocabulary	universal data element framework	3
controlled vocabulary	vocabulary-based transformation	3
computer memory	semiconductor memory	3
computer memory	memory geometry	3
computer memory	memory hierarchy	3
collaborative information seeking	collaboration	3
collaborative information seeking	collaborative innovation network	3
collaborative information seeking	collaborative learning	3
collaborative information seeking	collaborative software	3
collaborative information seeking	collaborative working environment	3
collaborative information seeking	collaborative working system	3
collaborative information seeking	computer-supported collaboration	3
collaborative information seeking	computer-supported collaborative learning	3
collaborative information seeking	human–computer information retrieval	3
collaborative information seeking	information seeking	3
collaborative information seeking	integrated collaboration environment	3
foreign language reading aid	anki (software)	2
foreign language reading aid	babbel	2
foreign language reading aid	the alpheios project	2
foreign language reading aid	community language learning	2
foreign language reading aid	duolingo	2
foreign language reading aid	intelligent computer-assisted language instruction	2
foreign language reading aid	glossary of language teaching terms and ideas	2
foreign language reading aid	language acquisition	2
foreign language reading aid	language education	2
foreign language reading aid	language exchange	2
foreign language reading aid	language immersion	2
foreign language reading aid	language mooc	2
foreign language reading aid	online learning community	2
foreign language reading aid	second language acquisition	2
foreign language reading aid	smigin	2
foreign language reading aid	tandem language learning	2
foreign language reading aid	virtual world language learning	2
foreign language reading aid	social media language learning	2
adversarial information retrieval	information retrieval	3
adversarial information retrieval	spamdexing	3
foreign-language reading aid	anki (software)	3
foreign-language reading aid	babbel	3
foreign-language reading aid	the alpheios project	3
foreign-language reading aid	community language learning	3
foreign-language reading aid	duolingo	3
foreign-language reading aid	intelligent computer-assisted language instruction	3
foreign-language reading aid	glossary of language teaching terms and ideas	3
foreign-language reading aid	language acquisition	3
foreign-language reading aid	language education	3
foreign-language reading aid	language exchange	3
foreign-language reading aid	language immersion	3
foreign-language reading aid	language mooc	3
foreign-language reading aid	online learning community	3
foreign-language reading aid	second language acquisition	3
foreign-language reading aid	smigin	3
foreign-language reading aid	tandem language learning	3
foreign-language reading aid	virtual world language learning	3
foreign-language reading aid	social media language learning	3
second language	foreign language writing aid	3
second language	foreign language reading aid	3
second language	computer-assisted language learning	3
second language	diglossia	3
second language	language education	3
j. r. firth	phonestheme	3
j. r. firth	systemic linguistics	3
word embedding	latent semantic analysis	3
word embedding	brown clustering	3
word embedding	glove (machine learning)	3
word embedding	word2vec	3
word embedding	fasttext	3
word embedding	gensim	3
statistical semantics	co-occurrence	3
statistical semantics	computational linguistics	3
statistical semantics	information retrieval	3
statistical semantics	latent semantic analysis	3
statistical semantics	latent semantic indexing	3
statistical semantics	semantic analytics	3
statistical semantics	semantic similarity	3
statistical semantics	statistical natural language processing	3
statistical semantics	text corpus	3
statistical semantics	text mining	3
statistical semantics	web mining	3
sentence embedding	distributional semantics	3
sentence embedding	word embedding	3
phraseme	siamese twins (linguistics)	3
phraseme	technical term	3
social media language learning	computer mediated communication	3
social media language learning	connectivism (learning theory)	3
social media language learning	mmorpg	3
social media language learning	networked learning	3
social media language learning	social constructionism	3
social media language learning	social constructivism	3
co-occurrence	distributional hypothesis	3
co-occurrence	statistical semantics	3
co-occurrence	co-occurrence matrix	3
co-occurrence	co-occurrence networks	3
co-occurrence	similarity measure	3
co-occurrence	dice coefficient	3
virtual world language learning	adult education	3
virtual world language learning	andragogy	3
virtual world language learning	andragogical learning theory	3
virtual world language learning	blended learning	3
virtual world language learning	computer-based testing	3
virtual world language learning	computer-assisted language learning	3
virtual world language learning	distance education	3
virtual world language learning	e-learning	3
virtual world language learning	heutagogy	3
virtual world language learning	hybrid course	3
virtual world language learning	learning management system	3
virtual world language learning	microlearning	3
virtual world language learning	microlecture	3
virtual world language learning	m-learning	3
virtual world language learning	online learning community	3
virtual world language learning	online music education	3
virtual world language learning	virtual education	3
virtual world language learning	web-based simulation	3
online learning community	community language learning	3
online learning community	community of practice	3
online learning community	massive open online course	3
online learning community	virtual education	3
online learning community	university of the people	3
second language acquisition	bilingualism (neurology)	3
second language acquisition	dynamic approach to second language development	3
second language acquisition	international auxiliary language	3
second language acquisition	language learning aptitude	3
second language acquisition	language acquisition	3
second language acquisition	language complexity	3
second language acquisition	native-language identification	3
second language acquisition	psycholinguistics	3
second language acquisition	second-language attrition	3
second language acquisition	sociolinguistics	3
second language acquisition	theories of second-language acquisition	3
second language acquisition	vocabulary learning	3
language immersion	bilingual education	3
language immersion	english village	3
language immersion	french immersion	3
language immersion	gaelscoileanna	3
language immersion	kura kaupapa māori	3
language immersion	multilingualism	3
language immersion	native language immersion student achievement act	3
language exchange	language education	3
language exchange	community language learning	3
language exchange	language immersion	3
language exchange	language acquisition	3
language exchange	communicative language teaching	3
language exchange	online learning community	3
language acquisition	chunking (psychology)	3
language acquisition	creole language	3
language acquisition	evolutionary linguistics	3
language acquisition	evolutionary psychology of language	3
language acquisition	fis phenomenon	3
language acquisition	foxp2	3
language acquisition	gestures in language acquisition	3
language acquisition	glossary of language teaching terms and ideas	3
language acquisition	identity and language learning	3
language acquisition	ke family	3
language acquisition	non-native speech database	3
language acquisition	language attrition	3
language acquisition	metalinguistic awareness	3
language acquisition	natural-language processing	3
language acquisition	origin of language	3
language acquisition	passive speaker (language)	3
language acquisition	second-language attrition	3
language acquisition	spoken language	3
duolingo	computer-assisted language learning	3
duolingo	gamification	3
duolingo	language education	3
duolingo	language pedagogy	3
glossary of language teaching terms and ideas	language education	3
glossary of language teaching terms and ideas	computer-assisted language learning	3
glossary of language teaching terms and ideas	monolingual learners' dictionaries	3
glossary of language teaching terms and ideas	english language	3
glossary of language teaching terms and ideas	grammar	3
glossary of language teaching terms and ideas	language	3
glossary of language teaching terms and ideas	learning by teaching	3
glossary of language teaching terms and ideas	:de:ldl	3
glossary of language teaching terms and ideas	linguistics	3
glossary of language teaching terms and ideas	second language	3
glossary of language teaching terms and ideas	second language acquisition	3
glossary of language teaching terms and ideas	common european framework of reference for languages	3
glossary of language teaching terms and ideas	american council on the teaching of foreign languages	3
glossary of language teaching terms and ideas	english language learning and teaching	3
glossary of language teaching terms and ideas	unicert	3
community language learning	language education	3
community language learning	language mooc	3
deep linguistic processing	combinatory categorial grammar	2
deep linguistic processing	head-driven phrase structure grammar	2
deep linguistic processing	lexical functional grammar	2
deep linguistic processing	natural language processing	2
deep linguistic processing	tree-adjoining grammar	2
deep learning	applications of artificial intelligence	2
deep learning	comparison of deep learning software	2
deep learning	compressed sensing	2
deep learning	echo state network	2
deep learning	liquid state machine	2
deep learning	reservoir computing	2
deep learning	sparse coding	2
babbel	language education	3
babbel	computer-assisted language learning	3
anki (software)	mnemosyne (software)	3
anki (software)	computer-assisted language learning	3
reservoir computing	deep learning	3
reservoir computing	extreme learning machine	3
liquid state machine	echo state network	3
liquid state machine	recurrent neural network	3
liquid state machine	reservoir computing	3
liquid state machine	self-organizing map	3
sparse coding	artificial neural network	3
sparse coding	autoencoder	3
sparse coding	biological neuron model	3
sparse coding	binding problem	3
sparse coding	cognitive map	3
sparse coding	deep learning	3
sparse coding	feature integration theory	3
sparse coding	grandmother cell	3
sparse coding	models of neural computation	3
sparse coding	neural correlate	3
sparse coding	neural decoding	3
sparse coding	neural oscillation	3
sparse coding	sparse distributed memory	3
sparse coding	vector quantization	3
echo state network	liquid-state machine	3
echo state network	reservoir computing	3
compressed sensing	noiselet	3
compressed sensing	sparse approximation	3
compressed sensing	sparse coding	3
compressed sensing	low-density parity-check code	3
compressed sensing	compressed sensing in speech signals	3
comparison of deep learning software	comparison of numerical-analysis software	3
comparison of deep learning software	comparison of statistical packages	3
head-driven phrase structure grammar	lexical-functional grammar	3
head-driven phrase structure grammar	minimal recursion semantics	3
head-driven phrase structure grammar	relational grammar	3
head-driven phrase structure grammar	situation semantics	3
head-driven phrase structure grammar	syntax	3
head-driven phrase structure grammar	transformational grammar	3
head-driven phrase structure grammar	type description language	3
lexical functional grammar	glue semantics	3
lexical functional grammar	head-driven phrase structure grammar	3
lexical functional grammar	relational grammar	3
lexical functional grammar	tree-adjoining grammar	3
combinatory categorial grammar	categorial grammar	3
combinatory categorial grammar	combinatory logic	3
combinatory categorial grammar	embedded pushdown automaton	3
combinatory categorial grammar	link grammar	3
computer-assisted reviewing	computer-assisted translation	2
computer-assisted reviewing	language industry	2
computer-assisted reviewing	translation memory	2
computational linguistics	artificial intelligence in fiction	2
computational linguistics	collostructional analysis	2
computational linguistics	computational lexicology	2
computational linguistics	computational linguistics (journal)	2
computational linguistics	computational models of language acquisition	2
computational linguistics	computational semantics	2
computational linguistics	computational semiotics	2
computational linguistics	computer-assisted reviewing	2
computational linguistics	dialog systems	2
computational linguistics	glottochronology	2
computational linguistics	grammar induction	2
computational linguistics	human speechome project	2
computational linguistics	internet linguistics	2
computational linguistics	lexicostatistics	2
computational linguistics	natural language processing	2
computational linguistics	natural language user interface	2
computational linguistics	quantitative linguistics	2
computational linguistics	semantic relatedness	2
computational linguistics	semantometrics	2
computational linguistics	systemic functional linguistics	2
computational linguistics	translation memory	2
computational linguistics	universal networking language	2
structured english	natural language programming	3
structured english	self-documenting code	3
structured english	structured programming	3
structured english	pseudocode	3
structured english	decision tree	3
structured english	decision tables	3
structured english	attempto controlled english	3
knowledge representation and reasoning	belief revision	3
knowledge representation and reasoning	chunking (psychology)	3
knowledge representation and reasoning	commonsense knowledge base	3
knowledge representation and reasoning	conceptual graph	3
knowledge representation and reasoning	datr	3
knowledge representation and reasoning	logico-linguistic modeling	3
knowledge representation and reasoning	personal knowledge base	3
knowledge representation and reasoning	knowledge management	3
knowledge representation and reasoning	semantic technology	3
knowledge representation and reasoning	valuation-based system	3
knowledge representation and reasoning	alphabet of human thought	3
constructed language	interlinguistics	3
constructed language	damin	3
constructed language	eskayan	3
constructed language	idioglossia	3
constructed language	cant (language)	3
constructed language	iso, sil, and bcp language codes for constructed languages	3
constructed language	artificial script	3
constructed language	langmaker	3
constructed language	zompist.com	3
constructed language	language game	3
constructed language	knowledge representation	3
constructed language	language translation	3
constructed language	metalanguage	3
constructed language	universal grammar	3
constructed language	mystical language	3
constructed language	glossolalia	3
constructed language	language of the birds	3
constructed language	artificial language	3
constructed language	june and jennifer gibbons	3
constructed language	nicaraguan sign language	3
constructed language	origin of language	3
constructed language	pidgin	3
constructed language	poto and cabengo	3
constructed language	linguistic determinism	3
constructed language	linguistic relativity	3
constructed language	pasigraphy	3
constructed language	universal language	3
constructed language	basic english	3
translation memory	comparison of computer-assisted translation tools	3
translation memory	translation	3
translation memory	text corpus	3
translation memory	computer-assisted reviewing	3
translation memory	translation software	3
universal networking language	semantic network	3
universal networking language	abstract semantic graph	3
universal networking language	semantic translation	3
universal networking language	semantic unification	3
universal networking language	abstract meaning representation	3
systemic functional linguistics	michael halliday	3
systemic functional linguistics	ruqaiya hasan	3
systemic functional linguistics	c.m.i.m. matthiessen	3
systemic functional linguistics	j.r. martin	3
systemic functional linguistics	systemic functional grammar	3
systemic functional linguistics	nominal group (language)	3
semantic relatedness	word2vec	3
quantitative linguistics	quantitative comparative linguistics	3
lexicostatistics	basic english	3
lexicostatistics	cognate	3
lexicostatistics	comparative linguistics	3
lexicostatistics	comparative method	3
lexicostatistics	glottochronology	3
lexicostatistics	historical linguistics	3
lexicostatistics	indo-european studies	3
lexicostatistics	intercontinental dictionary series	3
lexicostatistics	linguistic distance	3
lexicostatistics	mass lexical comparison	3
lexicostatistics	proto-language	3
lexicostatistics	swadesh list	3
internet linguistics	internet slang	3
internet linguistics	stylistics (linguistics)	3
internet linguistics	standard english	3
internet linguistics	applied linguistics	3
internet linguistics	glossary of internet-related terminology	3
internet linguistics	:de:internetlinguistik	3
grammar induction	artificial grammar learning	3
grammar induction	example-based machine translation	3
grammar induction	inductive programming	3
grammar induction	kolmogorov complexity	3
grammar induction	language identification in the limit	3
grammar induction	straight-line grammar	3
grammar induction	syntactic pattern recognition	3
glottochronology	basic english	3
glottochronology	cognate	3
glottochronology	dolgopolsky list	3
glottochronology	historical linguistics	3
glottochronology	indo-european studies	3
glottochronology	leipzig–jakarta list	3
glottochronology	lexicostatistics	3
glottochronology	mass lexical comparison	3
glottochronology	proto-language	3
glottochronology	quantitative comparative linguistics	3
glottochronology	swadesh list	3
dialog systems	call avoidance	3
computational semiotics	artificial intelligence	3
computational semiotics	computational linguistics	3
computational semiotics	computer-human interaction	3
computational semiotics	formal language	3
computational semiotics	information theory	3
computational semiotics	knowledge representation	3
computational semiotics	computational semantics	3
computational semiotics	logic of information	3
computational semiotics	meaning (semiotics)	3
computational semiotics	natural language	3
computational semiotics	relational database	3
computational semiotics	semiotic engineering	3
computational semiotics	semiotic information theory	3
computational semiotics	user interface	3
computational semantics	discourse representation theory	3
computational semantics	minimal recursion semantics	3
computational semantics	natural language understanding	3
computational semantics	semantic compression	3
computational semantics	semantic parsing	3
computational semantics	semantic web	3
computational semantics	semeval	3
computational semantics	wordnet	3
artificial intelligence in fiction	biology in fiction	3
artificial intelligence in fiction	darwin among the machines	3
artificial intelligence in fiction	machine rule	3
artificial intelligence in fiction	simulated consciousness (science fiction)	3
collostructional analysis	collocation extraction	3
weak ai	deep learning	2
weak ai	expert system	2
weak ai	history of artificial intelligence	2
weak ai	intelligent personal assistant	2
weak ai	machine learning	2
weak ai	philosophy of artificial intelligence	2
weak ai	strong artificial intelligence	2
universal basic income	automation and the future of jobs	2
universal basic income	basic income around the world	2
universal basic income	basic income pilots	2
universal basic income	cash transfers	2
universal basic income	citizen's dividend	2
universal basic income	economic, social and cultural rights	2
universal basic income	equality of outcome	2
universal basic income	fairtax	2
universal basic income	geolibertarianism	2
universal basic income	givedirectly	2
universal basic income	global basic income	2
universal basic income	guaranteed minimum income	2
universal basic income	involuntary unemployment	2
universal basic income	job guarantee	2
universal basic income	left-libertarianism	2
universal basic income	living wage	2
universal basic income	mincome	2
universal basic income	minimum wage	2
universal basic income	negative income tax	2
universal basic income	economy of cuba	2
universal basic income	old age security	2
universal basic income	quatinga velho	2
universal basic income	post-scarcity economy	2
universal basic income	redistribution of income and wealth	2
universal basic income	refusal of work	2
universal basic income	right to adequate standard of living	2
universal basic income	social dividend	2
universal basic income	social safety net	2
universal basic income	speenhamland system	2
universal basic income	the triple revolution	2
universal basic income	unemployment benefits	2
universal basic income	universal basic services	2
universal basic income	universal credit	2
universal basic income	welfare capitalism	2
universal basic income	working time	2
universal basic income	work–life balance	2
computer-assisted translation	comparison of computer-assisted translation tools	3
computer-assisted translation	computational linguistics	3
computer-assisted translation	computer-assisted reviewing	3
computer-assisted translation	fuzzy matching	3
computer-assisted translation	translation	3
computer-assisted translation	computer-assisted interpreting	3
concept searching limited	compound term processing	3
concept searching limited	enterprise search	3
concept searching limited	full text search	3
concept searching limited	information retrieval	3
concept searching limited	concept search	3
universal credit	welfare reform act 2012	3
universal credit	welfare reform and work act 2016	3
welfare capitalism	big society	3
welfare capitalism	chavismo	3
welfare capitalism	christian democracy	3
welfare capitalism	company store	3
welfare capitalism	company town	3
welfare capitalism	criticisms of welfare	3
welfare capitalism	german model	3
welfare capitalism	humanistic capitalism	3
welfare capitalism	nordic model	3
welfare capitalism	rhine capitalism	3
welfare capitalism	social capital	3
welfare capitalism	social market economy	3
welfare capitalism	social welfare	3
welfare capitalism	socialism of the 21st century	3
welfare capitalism	capitalism	3
welfare capitalism	welfare state	3
welfare capitalism	workplace democracy	3
working time	basic income	3
working time	business day	3
working time	hours of work (commerce and offices) convention, 1930	3
working time	hours of work (industry) convention, 1919	3
working time	hours of work and manning (sea) convention, 1936	3
working time	human capital	3
working time	karōshi	3
working time	labour market flexibility	3
working time	saint monday	3
working time	short time	3
working time	soviet calendar	3
working time	waiting for the weekend	3
working time	work–life balance	3
work–life balance	absenteeism	3
work–life balance	chief happiness officer	3
work–life balance	karōshi	3
work–life balance	dual-career commuter couples	3
work–life balance	lagom	3
work–life balance	medical resident work hours	3
work–life balance	mompreneur	3
work–life balance	money-rich, time-poor	3
work–life balance	on-ramping	3
work–life balance	personal life	3
work–life balance	presenteeism	3
work–life balance	shared earning/shared parenting marriage	3
work–life balance	superwoman (sociology)	3
work–life balance	telecommuting	3
work–life balance	time bind	3
work–life balance	total worker health	3
work–life balance	wage slavery	3
work–life balance	workaholic	3
work–life balance	working time	3
work–life balance	work–family balance in the united states	3
work–life balance	work–life balance in germany	3
work–life balance	work–life interface	3
work–life balance	zero-hour contract	3
work–life balance	eight-hour day	3
work–life balance	burnout (psychology)	3
work–life balance	clinical psychology	3
work–life balance	health psychology	3
work–life balance	industrial and organizational psychology	3
work–life balance	occupational health psychology	3
work–life balance	psychoneuroimmunology	3
work–life balance	stress (biological)	3
work–life balance	workplace stress	3
work–life balance	labour law	3
work–life balance	labour market flexibility	3
unemployment benefits	unemployment extension	3
unemployment benefits	social rights	3
unemployment benefits	hire act	3
unemployment benefits	reserve army of labour	3
unemployment benefits	involuntary unemployment	3
unemployment benefits	labor power	3
unemployment benefits	compensation of employees	3
unemployment benefits	lorenz curve	3
unemployment benefits	social insurance	3
the triple revolution	basic income	3
the triple revolution	cybernetics	3
the triple revolution	norbert wiener	3
the triple revolution	post-scarcity economy	3
the triple revolution	technological unemployment	3
social safety net	basic income	3
social safety net	social insurance	3
social safety net	social network	3
social safety net	social security	3
social safety net	social welfare provision	3
social safety net	solidarity economy	3
social safety net	welfare (financial aid)	3
social safety net	welfare state	3
speenhamland system	uk labour law	3
speenhamland system	earned income tax credit	3
speenhamland system	roundsman	3
speenhamland system	labour rate	3
speenhamland system	poor law	3
speenhamland system	timeline of children's rights in the united kingdom	3
speenhamland system	nrega	3
social dividend	basic income	3
social dividend	citizen's dividend	3
social dividend	global resources dividend	3
social dividend	lange model	3
social dividend	public enterprise	3
social dividend	profit (economics)	3
social dividend	property income	3
social dividend	social ownership	3
social dividend	socialism	3
social dividend	sovereign wealth fund	3
social dividend	market socialism	3
social dividend	negative income tax	3
social dividend	andrew yang	3
redistribution of income and wealth	basic income	3
redistribution of income and wealth	distribution of wealth	3
redistribution of income and wealth	economic policy	3
redistribution of income and wealth	guaranteed minimum income	3
redistribution of income and wealth	poverty reduction	3
redistribution of income and wealth	robin hood	3
redistribution of income and wealth	robin hood tax	3
redistribution of income and wealth	social inequality	3
redistribution of income and wealth	redistribution (cultural anthropology)	3
redistribution of income and wealth	wealth concentration	3
redistribution of income and wealth	lima declaration	3
redistribution of income and wealth	from each according to his ability, to each according to his needs	3
redistribution of income and wealth	accumulation by dispossession	3
redistribution of income and wealth	primitive accumulation of capital	3
right to adequate standard of living	human rights to water and sanitation	3
right to adequate standard of living	legal aid	3
right to adequate standard of living	right to health	3
right to adequate standard of living	right to water	3
right to adequate standard of living	global basic income	3
refusal of work	basic income	3
refusal of work	decent work	3
refusal of work	from each according to his ability, to each according to his need	3
refusal of work	he who does not work, neither shall he eat	3
refusal of work	post-work society	3
refusal of work	unfree labour	3
refusal of work	work–life balance	3
post-scarcity economy	attention economy	3
post-scarcity economy	cycle of poverty	3
post-scarcity economy	commons-based peer production	3
post-scarcity economy	communist society	3
post-scarcity economy	jacque fresco	3
post-scarcity economy	imagination age	3
post-scarcity economy	information society	3
post-scarcity economy	knowledge economy	3
post-scarcity economy	open access economy	3
post-scarcity economy	post-capitalism	3
post-scarcity economy	scarcity	3
post-scarcity economy	technological utopianism	3
post-scarcity economy	the zeitgeist movement	3
quatinga velho	basic income pilots	3
quatinga velho	basic income around the world	3
quatinga velho	basic income in brazil	3
quatinga velho	basic income	3
negative income tax	citizen's dividend	3
negative income tax	effective marginal tax rate	3
negative income tax	fairtax	3
negative income tax	poverty in the united states	3
negative income tax	tax choice	3
negative income tax	basic income	3
old age security	basic income	3
old age security	canada pension plan / old age security review tribunals	3
old age security	guaranteed minimum income	3
minimum wage	average worker's wage	3
minimum wage	economic inequality	3
minimum wage	employee benefits	3
minimum wage	family wage	3
minimum wage	garcia v. san antonio metropolitan transit authority	3
minimum wage	labor law	3
minimum wage	minimum wage fixing convention 1970	3
minimum wage	moonlight clan	3
minimum wage	negative and positive rights	3
minimum wage	nickel and dimed	3
minimum wage	price controls	3
minimum wage	salary cap	3
minimum wage	scratch beginnings	3
minimum wage	wage slavery	3
minimum wage	working poor	3
economy of cuba	cuban peso	3
economy of cuba	cuban convertible peso	3
economy of cuba	central bank of cuba	3
economy of cuba	economy of the caribbean	3
economy of cuba	education in cuba	3
economy of cuba	mercados libres campesinos	3
economy of cuba	central banks and currencies of the caribbean	3
mincome	ontario basic income pilot project	3
mincome	basic income in canada	3
mincome	basic income around the world	3
mincome	omitara	3
mincome	guaranteed annual income	3
mincome	social credit	3
mincome	social determinants of health	3
mincome	social liberalism	3
mincome	basic income	3
mincome	wage slavery	3
job guarantee	centre of full employment and equity	3
job guarantee	chartalism	3
job guarantee	full employment abandoned	3
job guarantee	guaranteed minimum income	3
job guarantee	involuntary unemployment	3
job guarantee	modern money theory	3
job guarantee	national rural employment guarantee act	3
job guarantee	natural rate of unemployment	3
job guarantee	non-accelerating inflation buffer employment ratio	3
living wage	distributism	3
living wage	family wage	3
living wage	guaranteed minimum income	3
living wage	labor market	3
living wage	maximum wage	3
living wage	minimum wage	3
living wage	positive rights	3
living wage	precarious work	3
living wage	supply and demand	3
living wage	trade boards act 1909	3
living wage	working poor	3
left-libertarianism	agorism	3
left-libertarianism	anarchism	3
left-libertarianism	anti-authoritarianism	3
left-libertarianism	bleeding-heart libertarianism	3
left-libertarianism	cellular democracy	3
left-libertarianism	classical liberalism	3
left-libertarianism	cultural liberalism	3
left-libertarianism	cultural radicalism	3
left-libertarianism	grassroots democracy	3
left-libertarianism	green libertarianism	3
left-libertarianism	individualist anarchism	3
left-libertarianism	individualist feminism	3
left-libertarianism	libertarian communism	3
left-libertarianism	libertarian marxism	3
left-libertarianism	libertarian municipalism	3
left-libertarianism	libertarian paternalism	3
left-libertarianism	libertarian socialism	3
left-libertarianism	libertarian transhumanism	3
left-libertarianism	lockean proviso	3
left-libertarianism	market socialism	3
left-libertarianism	mutualism (economic theory)	3
left-libertarianism	neo-libertarianism	3
left-libertarianism	radicalism (historical)	3
left-libertarianism	right-libertarianism	3
left-libertarianism	social anarchism	3
left-libertarianism	social ecology (bookchin)	3
left-libertarianism	socialism	3
guaranteed minimum income	basic income	3
guaranteed minimum income	constitutional economics	3
guaranteed minimum income	guaranteed annual income	3
guaranteed minimum income	guaranteed income supplement	3
guaranteed minimum income	guaranteed minimum pension	3
guaranteed minimum income	homelessness in the united states	3
guaranteed minimum income	job guarantee	3
guaranteed minimum income	living wage	3
guaranteed minimum income	economy of cuba	3
guaranteed minimum income	social credit	3
guaranteed minimum income	social dividend	3
guaranteed minimum income	wage slavery	3
global basic income	right to an adequate standard of living	3
geolibertarianism	citizen's dividend	3
geolibertarianism	classical economics	3
geolibertarianism	classical liberalism	3
geolibertarianism	commons	3
geolibertarianism	free-market environmentalism	3
geolibertarianism	freiwirtschaft	3
geolibertarianism	georgism	3
geolibertarianism	green libertarianism	3
geolibertarianism	jeffersonian democracy	3
geolibertarianism	land value tax	3
geolibertarianism	left-libertarianism	3
geolibertarianism	minarchism	3
geolibertarianism	natural and legal rights	3
